x_utm,y_utm,domain,snow_free_doy,canopy_height_m,predicted_label,nearest_class,nearest_d,second_class,second_d,margin,ood_flag
340703.5,4284575.5,ALMO,97.13616943359376,0,S25,S20,18.503448575072877,S25,18.588185733266215,0.08473715819333805,TRUE
340916.5,4281839.5,ALMO,102.4476318359375,0,S18,S24.b,16.34408853932882,S24.a,16.515697156603988,0.17160861727516874,TRUE
350136.5,4279827.5,ALMO,104.68905639648438,0,S25,S24.b,18.108018205985392,S24.a,18.353352655962375,0.2453344499769834,TRUE
341472.5,4291560.5,ALMO,101.86743927001952,0,S01,S10,13.080723365941985,S01,13.159544105672685,0.07882073973070014,TRUE
342217.5,4282815.5,ALMO,92.366363525390625,0,S18,S24.b,16.352115040485103,S24.a,16.470877964924426,0.11876292443932357,TRUE
349481.5,4286299.5,ALMO,116.940185546875,0,S24.a,S24.b,18.48513614480073,S24.a,18.516655805291915,0.03151966049118471,TRUE
348751.5,4277548.5,ALMO,122.7294692993164,0,S01,S02,10.897191874267245,S04,11.282451496639217,0.3852596223719722,TRUE
347466.5,4285956.5,ALMO,104.3484344482422,0,S04,S05.b,14.295421327935893,S18,14.301025634529934,0.005604306594040764,TRUE
348718.5,4282227.5,ALMO,105.83982849121094,0,S01,S05.b,14.856751687884007,S18,15.209194213473989,0.3524425255899821,TRUE
343583.5,4282662.5,ALMO,109.17627716064452,0,S04,S05.b,14.441277485591158,S18,14.899127799692284,0.4578503141011261,TRUE
339061.5,4284350.5,ALMO,102.43445587158205,0,S18,S24.b,17.337554277504093,S24.a,17.541262825189705,0.2037085476856113,TRUE
342745.5,4287170.5,ALMO,105.1167984008789,0,S18,S18,16.18409006394107,S24.b,16.285729149684187,0.1016390857431162,TRUE
341169.5,4288926.5,ALMO,97.90461730957033,0,S18,S24.b,18.230813030644434,S24.a,18.560533186762473,0.3297201561180394,TRUE
341835.5,4287251.5,ALMO,112.55535125732422,0,S01,S10,11.475837010265018,S06,11.536488657668457,0.06065164740343931,TRUE
342877.5,4284245.5,ALMO,103.75253295898438,0,S25,S24.b,17.03143032448566,S24.a,17.39017538692972,0.3587450624440578,TRUE
